neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_density,Entire home/apt,Private room,Shared room,Hotel room,price_avg
75,41.90616,-87.689,0,117,3,97,4,1,107,714,488,18,204,4,191.13319672131146
38,41.91903,-87.66059,2,120,2,39,2,1,324,312,257,0,51,4,106.76470588235294
76,41.77848,-87.60232,0,176,3,25,1,1,118,83,28,0,55,0,117.78571428571429
57,41.95311,-87.75247,0,62,15,102,4,1,121,83,58,0,25,0,129.3448275862069
66,41.96337,-87.66473,0,148,3,83,4,3,340,169,103,3,63,0,183.90291262135923
51,41.94282,-87.67599,0,94,3,75,3,1,233,134,122,0,11,1,172.98360655737704
37,41.94472,-87.65031,0,150,2,44,2,4,357,527,394,10,105,18,255.4746192893401
14,41.74332,-87.61575,2,47,3,41,2,2,167,14,11,0,3,0,41.333333333333336
50,41.79572,-87.65287,2,60,2,25,2,2,139,20,5,0,15,0,65.0
50,41.79595,-87.65341,2,50,2,26,2,2,139,20,5,0,15,0,65.0
7,41.93445,-87.7184,0,71,2,84,5,3,349,146,107,0,34,5,160.33644859813083
40,41.92962,-87.7243,2,51,1,65,3,1,7,387,304,0,81,2,73.61728395061728
23,41.79297,-87.63273,3,80,1,1,1,1,0,15,9,0,5,1,80.0
47,41.89477,-87.6277,0,163,28,2,1,1,324,672,569,38,63,2,210.493848857645
0,41.97043,-87.7456,2,57,3,108,5,4,51,65,29,0,36,0,50.97222222222222
40,41.92011,-87.71136,0,131,2,74,3,3,357,387,304,0,81,2,159.0559210526316
37,41.94575,-87.65301,0,263,30,15,1,3,361,527,394,10,105,18,255.4746192893401
49,41.87445,-87.66238,0,168,2,102,4,1,0,314,222,0,89,3,187.6081081081081
21,41.98747,-87.65604,0,61,2,8,1,1,263,170,98,0,70,2,130.40816326530611
32,41.9117,-87.72439,0,154,2,41,3,1,61,63,41,0,18,4,107.17073170731707
14,41.74448,-87.61581,2,45,3,40,2,2,164,14,11,0,3,0,41.333333333333336
75,41.89646,-87.68959,2,39,1,84,4,6,119,714,488,18,204,4,159.26470588235293
37,41.93994,-87.67153,0,156,7,9,1,1,0,527,394,10,105,18,255.4746192893401
75,41.8904,-87.6437,0,182,2,123,5,2,113,714,488,18,204,4,191.13319672131146
75,41.91126,-87.68402,0,108,3,96,4,3,348,714,488,18,204,4,191.13319672131146
51,41.93768,-87.67442,0,232,2,11,1,2,322,134,122,0,11,1,172.98360655737704
75,41.90117,-87.66866,0,1000,100,24,1,1,89,714,488,18,204,4,191.13319672131146
38,41.93201,-87.66231,0,84,3,61,3,1,0,312,257,0,51,4,199.6614785992218
40,41.91467,-87.69762,2,64,1,108,4,3,0,387,304,0,81,2,73.61728395061728
38,41.93214,-87.64089,0,600,1,20,1,1,7,312,257,0,51,4,199.6614785992218
13,41.72933,-87.57679,3,15,7,54,2,12,344,20,6,0,4,10,15.9
75,41.90894,-87.67552,0,150,90,9,1,1,179,714,488,18,204,4,191.13319672131146
13,41.72839,-87.57875,3,13,1,59,3,12,325,20,6,0,4,10,15.9
52,41.85799,-87.69454,3,15,1,110,5,8,360,29,8,0,20,1,15.0
33,41.79592,-87.58044,0,79,1,115,5,62,79,93,51,0,42,0,94.86274509803921
33,41.79651,-87.58256,0,68,1,114,5,62,149,93,51,0,42,0,94.86274509803921
28,41.80404,-87.61528,0,62,1,116,5,62,162,104,52,0,48,4,143.78846153846155
36,41.80306,-87.58541,0,59,1,75,3,62,157,42,25,0,17,0,188.84
33,41.79897,-87.58445,0,61,1,110,5,62,158,93,51,0,42,0,94.86274509803921
33,41.79897,-87.58413,0,67,1,86,4,62,157,93,51,0,42,0,94.86274509803921
75,41.89355,-87.6621,0,129,3,57,3,3,235,714,488,18,204,4,191.13319672131146
40,41.92121,-87.68263,2,257,2,9,1,1,364,387,304,0,81,2,73.61728395061728
40,41.91445,-87.69771,2,58,1,101,4,3,0,387,304,0,81,2,73.61728395061728
21,41.99617,-87.6683,2,40,2,36,2,3,0,170,98,0,70,2,83.51428571428572
21,41.99617,-87.6683,2,50,2,32,2,3,0,170,98,0,70,2,83.51428571428572
37,41.93655,-87.65484,0,433,5,45,2,1,301,527,394,10,105,18,255.4746192893401
66,41.96901,-87.65638,0,56,2,79,3,1,0,169,103,3,63,0,183.90291262135923
7,41.93462,-87.69244,0,78,2,119,5,1,59,146,107,0,34,5,160.33644859813083
5,41.88395,-87.77252,0,120,2,22,1,5,323,49,27,0,22,0,146.96296296296296
40,41.91466,-87.6973,2,53,1,59,3,3,0,387,304,0,81,2,73.61728395061728
64,41.84862,-87.69958,0,55,1,140,6,4,84,41,29,0,11,1,78.96551724137932
10,41.84506,-87.64057,0,72,2,154,6,6,92,112,79,0,32,1,133.32911392405063
2,41.85169,-87.63242,0,189,1,40,2,19,365,65,28,0,37,0,239.10714285714286
38,41.93077,-87.66927,0,250,2,9,1,1,0,312,257,0,51,4,199.6614785992218
34,41.95439,-87.71372,2,26,2,16,1,1,0,154,83,0,67,4,55.298507462686565
8,41.91891,-87.779,2,115,2,4,1,4,88,25,13,0,11,1,93.72727272727273
8,41.91822,-87.77926,2,115,2,5,1,4,89,25,13,0,11,1,93.72727272727273
8,41.91993,-87.78038,2,350,1,0,0,4,88,25,13,0,11,1,93.72727272727273
38,41.92904,-87.64057,2,58,1,130,5,15,81,312,257,0,51,4,106.76470588235294
37,41.94175,-87.65043,2,99,1,2,1,1,0,527,394,10,105,18,182.5142857142857
75,41.91007,-87.69159,0,428,3,21,2,1,62,714,488,18,204,4,191.13319672131146
31,41.91549,-87.72907,2,45,2,12,1,2,178,19,13,0,6,0,34.833333333333336
7,41.9421,-87.72564,0,211,2,1,1,1,0,146,107,0,34,5,160.33644859813083
49,41.87859,-87.68012,2,47,41,8,1,28,365,314,222,0,89,3,61.337078651685395
13,41.7283,-87.57841,3,14,1,24,1,12,337,20,6,0,4,10,15.9
34,41.96537,-87.73685,0,89,2,32,2,1,0,154,83,0,67,4,169.0
65,41.77032,-87.59016,2,39,32,6,1,9,88,90,41,0,48,1,38.5625
57,41.96702,-87.76653,0,72,1,62,3,17,75,83,58,0,25,0,129.3448275862069
65,41.76984,-87.59,2,49,31,2,1,9,364,90,41,0,48,1,38.5625
64,41.85278,-87.69673,2,32,28,2,1,8,0,41,29,0,11,1,46.90909090909091
32,41.90946,-87.7124,2,67,1,45,2,3,365,63,41,0,18,4,45.111111111111114
75,41.896,-87.6619,0,180,1,47,2,2,0,714,488,18,204,4,191.13319672131146
17,41.82861,-87.61961,2,45,1,43,2,1,355,58,36,0,21,1,111.76190476190476
75,41.89646,-87.68959,2,39,1,62,3,6,178,714,488,18,204,4,159.26470588235293
66,41.95563,-87.65357,2,105,1,37,2,1,0,169,103,3,63,0,87.17460317460318
38,41.91261,-87.64147,0,156,2,96,4,2,0,312,257,0,51,4,199.6614785992218
5,41.91355,-87.79006,0,85,2,41,2,2,360,49,27,0,22,0,146.96296296296296
75,41.89446,-87.68041,2,90,1,19,1,1,0,714,488,18,204,4,159.26470588235293
74,42.01243,-87.68587,0,92,1,213,9,1,311,66,31,0,29,6,131.6451612903226
49,41.86875,-87.6611,2,80,2,30,2,1,19,314,222,0,89,3,61.337078651685395
40,41.92503,-87.69175,2,29,1,12,1,1,338,387,304,0,81,2,73.61728395061728
47,41.90685,-87.63372,0,75,1,97,4,15,85,672,569,38,63,2,210.493848857645
75,41.89929,-87.6894,0,75,2,90,4,1,84,714,488,18,204,4,191.13319672131146
57,41.95684,-87.77556,0,50,1,29,3,1,324,83,58,0,25,0,129.3448275862069
66,41.95617,-87.65199,0,75,2,120,5,1,0,169,103,3,63,0,183.90291262135923
9,41.70016,-87.66935,2,19,1,0,0,1,347,7,3,0,4,0,33.0
32,41.9026,-87.70854,0,80,2,99,4,1,177,63,41,0,18,4,107.17073170731707
37,41.93858,-87.67016,0,250,4,0,0,2,261,527,394,10,105,18,255.4746192893401
47,41.89265,-87.61731,0,150,60,0,0,73,365,672,569,38,63,2,210.493848857645
35,41.98096,-87.77231,0,500,1,38,2,1,80,44,33,0,10,1,116.03030303030303
19,41.88399,-87.70908,2,35,1,36,2,4,78,93,36,0,57,0,49.75438596491228
19,41.88464,-87.70924,2,30,2,42,2,4,49,93,36,0,57,0,49.75438596491228
34,41.9593,-87.73145,2,50,3,26,1,3,361,154,83,0,67,4,55.298507462686565
28,41.8166,-87.62148,2,85,3,10,1,11,365,104,52,0,48,4,95.20833333333333
75,41.90742,-87.67274,0,76,1,147,6,62,26,714,488,18,204,4,191.13319672131146
75,41.90866,-87.67382,0,76,1,144,6,62,21,714,488,18,204,4,191.13319672131146
75,41.90349,-87.67024,0,307,2,55,3,1,259,714,488,18,204,4,191.13319672131146
75,41.89909,-87.66525,0,79,3,85,4,1,306,714,488,18,204,4,191.13319672131146
36,41.80344,-87.58655,0,65,1,97,4,62,146,42,25,0,17,0,188.84
36,41.80456,-87.58475,0,64,1,92,4,62,157,42,25,0,17,0,188.84
10,41.84532,-87.63898,0,72,2,134,6,6,344,112,79,0,32,1,133.32911392405063
35,41.97117,-87.77232,0,53,2,164,7,3,57,44,33,0,10,1,116.03030303030303
5,41.88987,-87.75188,2,39,3,8,1,1,89,49,27,0,22,0,37.22727272727273
38,41.91686,-87.63582,0,161,21,21,2,2,0,312,257,0,51,4,199.6614785992218
47,41.90755,-87.6391,0,214,1,17,1,1,0,672,569,38,63,2,210.493848857645
76,41.78417,-87.59809,0,115,3,83,4,1,354,83,28,0,55,0,117.78571428571429
47,41.89385,-87.63319,0,243,2,56,3,1,40,672,569,38,63,2,210.493848857645
42,41.85383,-87.67274,2,3000,2,37,2,1,90,189,119,0,68,2,94.72058823529412
75,41.89699,-87.692,0,75,1,145,6,1,0,714,488,18,204,4,191.13319672131146
21,41.98978,-87.65602,0,111,1,20,1,1,0,170,98,0,70,2,130.40816326530611
48,41.86547,-87.6269,2,89,1,129,6,2,66,142,113,0,29,0,93.17241379310344
64,41.84643,-87.6983,0,98,2,90,4,1,253,41,29,0,11,1,78.96551724137932
40,41.91577,-87.7051,0,80,2,31,2,1,173,387,304,0,81,2,159.0559210526316
40,41.93013,-87.71251,2,31,4,63,3,1,0,387,304,0,81,2,73.61728395061728
64,41.84675,-87.72179,2,16,3,38,3,1,260,41,29,0,11,1,46.90909090909091
47,41.89808,-87.62248,0,145,28,5,1,73,365,672,569,38,63,2,210.493848857645
37,41.94472,-87.65031,0,140,2,31,2,4,361,527,394,10,105,18,255.4746192893401
34,41.94916,-87.73007,2,160,2,5,1,2,364,154,83,0,67,4,55.298507462686565
48,41.86556,-87.62791,2,90,1,107,5,2,70,142,113,0,29,0,93.17241379310344
13,41.72799,-87.57816,3,25,24,35,2,12,356,20,6,0,4,10,15.9
13,41.72945,-87.57811,3,14,1,50,2,12,353,20,6,0,4,10,15.9
37,41.94294,-87.64998,0,213,3,16,1,1,359,527,394,10,105,18,255.4746192893401
47,41.88787,-87.63402,0,234,2,15,1,47,179,672,569,38,63,2,210.493848857645
47,41.88795,-87.63398,0,324,2,15,1,47,271,672,569,38,63,2,210.493848857645
47,41.88937,-87.63422,0,324,2,13,1,47,280,672,569,38,63,2,210.493848857645
47,41.88981,-87.63473,0,179,2,14,1,47,57,672,569,38,63,2,210.493848857645
34,41.94857,-87.70324,2,60,1,67,3,1,325,154,83,0,67,4,55.298507462686565
49,41.88092,-87.64285,0,142,1,168,7,1,93,314,222,0,89,3,187.6081081081081
40,41.91546,-87.70004,0,175,3,68,3,1,0,387,304,0,81,2,159.0559210526316
47,41.8892,-87.63397,0,179,2,2,1,47,71,672,569,38,63,2,210.493848857645
47,41.88816,-87.63415,0,324,2,4,1,47,241,672,569,38,63,2,210.493848857645
75,41.90039,-87.68131,0,150,3,22,1,2,358,714,488,18,204,4,191.13319672131146
47,41.90927,-87.63263,0,160,2,49,3,2,175,672,569,38,63,2,210.493848857645
47,41.88775,-87.63254,0,734,2,3,1,47,47,672,569,38,63,2,210.493848857645
47,41.88902,-87.63249,0,324,2,3,1,47,174,672,569,38,63,2,210.493848857645
66,41.96827,-87.65301,2,60,1,59,3,1,0,169,103,3,63,0,87.17460317460318
37,41.95389,-87.64974,0,60,5,15,1,1,0,527,394,10,105,18,255.4746192893401
37,41.94959,-87.66746,0,536,4,0,0,1,358,527,394,10,105,18,255.4746192893401
28,41.80703,-87.61178,0,90,3,36,2,1,355,104,52,0,48,4,143.78846153846155
66,41.95703,-87.64848,2,239,1,1,1,2,365,169,103,3,63,0,87.17460317460318
37,41.93947,-87.65907,0,175,2,0,0,1,0,527,394,10,105,18,255.4746192893401
66,41.96707,-87.65728,2,55,1,32,2,1,24,169,103,3,63,0,87.17460317460318
8,41.92027,-87.7784,2,115,2,6,1,4,365,25,13,0,11,1,93.72727272727273
34,41.95856,-87.72986,0,321,1,18,1,1,364,154,83,0,67,4,169.0
38,41.9295,-87.64359,3,60,1,26,1,4,365,312,257,0,51,4,45.75
28,41.81396,-87.61685,0,145,1,1,1,1,176,104,52,0,48,4,143.78846153846155
38,41.91825,-87.64751,0,250,2,8,1,1,359,312,257,0,51,4,199.6614785992218
49,41.88142,-87.6428,0,400,2,6,1,2,0,314,222,0,89,3,187.6081081081081
17,41.83139,-87.61952,0,161,2,25,2,5,243,58,36,0,21,1,156.25
48,41.84737,-87.61934,0,200,3,49,2,1,182,142,113,0,29,0,172.92920353982302
37,41.94617,-87.65588,0,101,3,100,4,6,341,527,394,10,105,18,255.4746192893401
42,41.85035,-87.67938,0,61,41,7,1,28,20,189,119,0,68,2,113.11764705882354
52,41.85885,-87.69436,2,27,1,18,1,8,364,29,8,0,20,1,36.85
47,41.89862,-87.62138,0,94,30,6,1,73,349,672,569,38,63,2,210.493848857645
48,41.85558,-87.62526,2,75,3,19,1,1,0,142,113,0,29,0,93.17241379310344
21,41.9843,-87.67182,2,52,1,13,1,11,85,170,98,0,70,2,83.51428571428572
10,41.84468,-87.65538,0,498,1,51,2,2,362,112,79,0,32,1,133.32911392405063
54,41.97312,-87.81732,0,250,7,2,1,1,365,29,12,0,15,2,92.5
66,41.97226,-87.65631,2,88,1,40,2,1,270,169,103,3,63,0,87.17460317460318
64,41.84888,-87.70102,0,79,1,118,5,4,7,41,29,0,11,1,78.96551724137932
10,41.84129,-87.65834,0,128,2,66,3,2,86,112,79,0,32,1,133.32911392405063
0,41.96632,-87.70967,0,99,2,15,1,1,0,65,29,0,36,0,138.44827586206895
40,41.92624,-87.71551,0,95,1,80,4,2,300,387,304,0,81,2,159.0559210526316
64,41.84987,-87.70085,0,130,2,24,1,1,54,41,29,0,11,1,78.96551724137932
42,41.85282,-87.67942,2,70,1,40,2,2,166,189,119,0,68,2,94.72058823529412
42,41.85474,-87.67747,0,125,2,26,1,2,350,189,119,0,68,2,113.11764705882354
42,41.85165,-87.68055,2,70,1,36,2,2,351,189,119,0,68,2,94.72058823529412
42,41.856,-87.67594,2,80,1,8,1,2,358,189,119,0,68,2,94.72058823529412
38,41.93002,-87.64115,0,249,21,3,1,1,194,312,257,0,51,4,199.6614785992218
65,41.7663,-87.56847,0,60,32,22,1,4,231,90,41,0,48,1,128.26829268292684
10,41.82504,-87.64106,2,40,5,12,1,2,342,112,79,0,32,1,62.0
35,41.97241,-87.77219,0,73,2,125,5,3,82,44,33,0,10,1,116.03030303030303
42,41.85922,-87.65425,0,80,1,56,3,1,0,189,119,0,68,2,113.11764705882354
75,41.89211,-87.66567,2,150,4,22,1,1,0,714,488,18,204,4,159.26470588235293
19,41.88459,-87.7092,2,50,2,14,1,4,78,93,36,0,57,0,49.75438596491228
28,41.81533,-87.61082,2,45,2,46,2,1,49,104,52,0,48,4,95.20833333333333
75,41.89466,-87.66391,0,102,2,54,5,2,286,714,488,18,204,4,191.13319672131146
19,41.88596,-87.7094,2,38,2,15,1,4,78,93,36,0,57,0,49.75438596491228
53,41.98469,-87.73024,0,66,2,74,4,1,47,27,16,0,11,0,138.6875
1,41.80401,-87.72551,0,80,1,1,1,2,309,6,3,0,3,0,89.0
17,41.83453,-87.61769,0,85,1,56,3,1,139,58,36,0,21,1,156.25
47,41.89429,-87.62767,0,90,30,11,1,1,280,672,569,38,63,2,210.493848857645
75,41.9016,-87.66401,0,96,1,231,10,2,59,714,488,18,204,4,191.13319672131146
75,41.89163,-87.67467,2,85,1,3,1,3,270,714,488,18,204,4,159.26470588235293
39,41.96575,-87.68148,2,80,1,7,1,4,1,89,69,0,20,0,54.1
33,41.79909,-87.58559,0,59,1,75,3,62,159,93,51,0,42,0,94.86274509803921
33,41.79964,-87.58548,0,63,1,67,3,62,156,93,51,0,42,0,94.86274509803921
33,41.79902,-87.58396,0,64,1,68,3,62,153,93,51,0,42,0,94.86274509803921
49,41.88663,-87.6493,0,150,2,98,4,2,144,314,222,0,89,3,187.6081081081081
49,41.88179,-87.6811,2,59,1,43,3,1,0,314,222,0,89,3,61.337078651685395
75,41.90142,-87.66277,0,123,3,142,6,2,55,714,488,18,204,4,191.13319672131146
47,41.90676,-87.63496,0,65,1,102,4,15,72,672,569,38,63,2,210.493848857645
25,41.81494,-87.63263,0,59,1,69,3,1,361,6,6,0,0,0,87.33333333333333
40,41.92247,-87.71532,0,68,2,14,4,1,208,387,304,0,81,2,159.0559210526316
41,41.86805,-87.62699,0,139,1,72,3,2,177,366,331,3,31,1,175.2688821752266
50,41.79851,-87.67549,2,105,1,13,1,1,87,20,5,0,15,0,65.0
47,41.90338,-87.62923,0,113,5,27,2,5,210,672,569,38,63,2,210.493848857645
38,41.9175,-87.64085,2,125,1,15,1,1,87,312,257,0,51,4,106.76470588235294
75,41.8947,-87.66168,2,64,1,100,4,2,4,714,488,18,204,4,159.26470588235293
51,41.95673,-87.69026,0,529,2,10,1,6,364,134,122,0,11,1,172.98360655737704
42,41.84907,-87.68055,0,64,41,5,1,28,277,189,119,0,68,2,113.11764705882354
42,41.84908,-87.68162,0,112,2,68,3,11,0,189,119,0,68,2,113.11764705882354
38,41.93012,-87.65956,0,443,90,45,2,7,355,312,257,0,51,4,199.6614785992218
35,41.97136,-87.7714,0,64,2,79,4,3,84,44,33,0,10,1,116.03030303030303
42,41.85709,-87.67092,0,87,2,99,5,1,0,189,119,0,68,2,113.11764705882354
17,41.82919,-87.62255,0,120,2,79,4,3,350,58,36,0,21,1,156.25
64,41.83836,-87.71042,0,98,2,23,1,1,260,41,29,0,11,1,78.96551724137932
75,41.89814,-87.66911,0,132,1,20,1,1,80,714,488,18,204,4,191.13319672131146
75,41.90884,-87.67184,0,122,1,42,3,1,85,714,488,18,204,4,191.13319672131146
49,41.87225,-87.68655,2,89,1,18,1,1,139,314,222,0,89,3,61.337078651685395
17,41.82691,-87.62376,2,39,30,0,0,2,365,58,36,0,21,1,111.76190476190476
17,41.82838,-87.61997,0,95,3,28,2,2,0,58,36,0,21,1,156.25
75,41.89903,-87.65848,0,400,3,5,1,1,90,714,488,18,204,4,191.13319672131146
38,41.9149,-87.6419,0,113,2,42,2,37,99,312,257,0,51,4,199.6614785992218
37,41.95443,-87.64663,2,153,3,1,1,1,0,527,394,10,105,18,182.5142857142857
17,41.82756,-87.62176,2,29,30,0,0,2,365,58,36,0,21,1,111.76190476190476
75,41.89929,-87.67869,0,239,2,14,1,1,365,714,488,18,204,4,191.13319672131146
47,41.89254,-87.63449,0,427,1,38,2,1,352,672,569,38,63,2,210.493848857645
21,41.99617,-87.6683,2,40,2,22,1,3,0,170,98,0,70,2,83.51428571428572
0,41.96707,-87.72365,2,25,1,9,1,1,1,65,29,0,36,0,50.97222222222222
38,41.91924,-87.6525,0,137,1,192,8,2,168,312,257,0,51,4,199.6614785992218
47,41.90353,-87.62953,0,250,12,0,0,1,89,672,569,38,63,2,210.493848857645
34,41.94786,-87.71705,2,84,10,31,2,4,41,154,83,0,67,4,55.298507462686565
40,41.92127,-87.71577,0,89,14,25,1,2,360,387,304,0,81,2,159.0559210526316
58,41.69065,-87.60656,0,95,3,32,2,1,57,10,8,0,2,0,100.0
75,41.8955,-87.66042,0,79,2,81,4,1,0,714,488,18,204,4,191.13319672131146
37,41.9509,-87.66101,0,179,2,54,3,2,77,527,394,10,105,18,255.4746192893401
40,41.92081,-87.69654,0,84,1,9,1,1,0,387,304,0,81,2,159.0559210526316
38,41.91733,-87.63793,0,159,2,25,1,3,355,312,257,0,51,4,199.6614785992218
39,41.97449,-87.69374,0,118,1,11,1,1,0,89,69,0,20,0,127.30434782608695
34,41.94823,-87.73025,2,100,2,1,1,2,89,154,83,0,67,4,55.298507462686565
34,41.95406,-87.7048,0,156,3,56,3,1,329,154,83,0,67,4,169.0
24,41.99694,-87.76848,2,43,1,25,1,4,0,12,4,0,8,0,49.125
75,41.90524,-87.67324,0,175,3,121,5,1,205,714,488,18,204,4,191.13319672131146
24,41.99579,-87.76772,0,85,2,17,1,4,0,12,4,0,8,0,138.25
17,41.83029,-87.62783,2,49,1,56,3,1,74,58,36,0,21,1,111.76190476190476
21,41.98904,-87.66479,2,700,1,8,1,1,179,170,98,0,70,2,83.51428571428572
40,41.91867,-87.69498,2,39,30,136,6,3,80,387,304,0,81,2,73.61728395061728
51,41.93813,-87.67508,0,100,1,65,3,1,350,134,122,0,11,1,172.98360655737704
49,41.87731,-87.68078,2,59,7,115,5,9,76,314,222,0,89,3,61.337078651685395
37,41.94697,-87.64642,0,99,1,9,1,1,0,527,394,10,105,18,255.4746192893401
37,41.94924,-87.6582,0,400,1,28,2,1,360,527,394,10,105,18,255.4746192893401
42,41.85921,-87.64999,0,59,1,120,5,11,363,189,119,0,68,2,113.11764705882354
75,41.89392,-87.66747,0,110,2,40,2,1,70,714,488,18,204,4,191.13319672131146
35,41.98522,-87.77687,2,42,1,115,5,1,0,44,33,0,10,1,48.2
10,41.84491,-87.64057,0,50,2,127,5,6,83,112,79,0,32,1,133.32911392405063
34,41.94808,-87.71522,2,82,2,19,1,4,0,154,83,0,67,4,55.298507462686565
71,41.87302,-87.73142,2,35,30,12,1,1,265,14,5,0,9,0,37.888888888888886
71,41.87713,-87.72918,2,61,2,18,1,2,176,14,5,0,9,0,37.888888888888886
51,41.96085,-87.68611,0,56,140,0,0,1,365,134,122,0,11,1,172.98360655737704
40,41.9273,-87.69814,0,93,3,74,3,2,308,387,304,0,81,2,159.0559210526316
19,41.87856,-87.69542,0,124,3,17,1,5,350,93,36,0,57,0,120.55555555555556
19,41.87856,-87.69542,0,339,3,37,2,5,360,93,36,0,57,0,120.55555555555556
7,41.93686,-87.70719,0,77,4,14,1,1,365,146,107,0,34,5,160.33644859813083
37,41.93944,-87.65783,2,126,1,20,1,2,0,527,394,10,105,18,182.5142857142857
49,41.87314,-87.68488,2,29,30,5,1,1,178,314,222,0,89,3,61.337078651685395
37,41.93934,-87.65584,2,126,1,24,1,2,0,527,394,10,105,18,182.5142857142857
41,41.88306,-87.62577,0,132,1,155,6,4,332,366,331,3,31,1,175.2688821752266
19,41.87114,-87.71059,2,68,1,5,1,1,0,93,36,0,57,0,49.75438596491228
75,41.89196,-87.67052,2,46,2,36,2,1,78,714,488,18,204,4,159.26470588235293
37,41.94734,-87.6518,0,325,1,4,1,1,0,527,394,10,105,18,255.4746192893401
49,41.88393,-87.67798,0,50,2,159,7,1,50,314,222,0,89,3,187.6081081081081
8,41.91845,-87.75918,0,84,2,85,4,1,109,25,13,0,11,1,83.61538461538461
65,41.76085,-87.56208,2,34,2,3,1,2,236,90,41,0,48,1,38.5625
16,41.77876,-87.73943,0,66,2,0,0,1,0,3,2,0,1,0,77.5
40,41.91743,-87.71997,2,80,2,25,2,2,90,387,304,0,81,2,73.61728395061728
37,41.95751,-87.66887,0,141,2,12,1,2,47,527,394,10,105,18,255.4746192893401
37,41.93929,-87.66485,0,242,1,86,4,3,7,527,394,10,105,18,255.4746192893401
24,41.99549,-87.76738,2,43,1,35,2,4,0,12,4,0,8,0,49.125
34,41.95543,-87.73885,0,125,3,55,3,1,293,154,83,0,67,4,169.0
64,41.85269,-87.69642,0,120,4,0,0,8,88,41,29,0,11,1,78.96551724137932
37,41.94259,-87.64861,0,106,2,79,4,2,99,527,394,10,105,18,255.4746192893401
47,41.898,-87.64175,0,90,2,28,2,1,0,672,569,38,63,2,210.493848857645
42,41.85612,-87.65351,0,125,2,26,2,1,34,189,119,0,68,2,113.11764705882354
40,41.92685,-87.6968,0,84,3,101,4,2,351,387,304,0,81,2,159.0559210526316
75,41.8946,-87.66988,2,49,1,4,1,1,351,714,488,18,204,4,159.26470588235293
75,41.90914,-87.69575,0,65,1,22,1,2,0,714,488,18,204,4,191.13319672131146
28,41.80281,-87.60719,0,187,2,40,2,1,364,104,52,0,48,4,143.78846153846155
40,41.92544,-87.68917,2,50,2,15,2,1,1,387,304,0,81,2,73.61728395061728
21,41.9841,-87.67303,2,45,1,21,1,11,274,170,98,0,70,2,83.51428571428572
60,41.99889,-87.67387,0,59,1,49,3,1,197,123,69,0,52,2,152.69565217391303
37,41.94436,-87.64311,2,91,1,67,3,3,84,527,394,10,105,18,182.5142857142857
40,41.91876,-87.67617,0,72,2,149,6,1,0,387,304,0,81,2,159.0559210526316
11,41.81276,-87.70947,2,42,1,13,1,1,83,25,14,0,10,1,48.8
38,41.92109,-87.66401,0,90,1,23,1,1,0,312,257,0,51,4,199.6614785992218
42,41.85528,-87.65905,2,80,12,0,0,1,179,189,119,0,68,2,94.72058823529412
37,41.94435,-87.65475,0,350,2,37,2,1,0,527,394,10,105,18,255.4746192893401
49,41.87865,-87.6822,0,59,41,3,1,28,270,314,222,0,89,3,187.6081081081081
49,41.86796,-87.66354,2,49,1,74,3,1,1,314,222,0,89,3,61.337078651685395
33,41.78929,-87.58859,0,100,2,11,1,1,0,93,51,0,42,0,94.86274509803921
47,41.89131,-87.62244,0,300,2,2,1,1,0,672,569,38,63,2,210.493848857645
37,41.93456,-87.63937,0,100,3,16,1,1,0,527,394,10,105,18,255.4746192893401
75,41.90684,-87.67095,0,88,1,56,3,3,350,714,488,18,204,4,191.13319672131146
40,41.91793,-87.69536,0,120,3,0,0,2,62,387,304,0,81,2,159.0559210526316
60,42.00384,-87.66764,2,33,3,9,1,1,331,123,69,0,52,2,63.88461538461539
65,41.76637,-87.56833,0,75,1,14,1,12,365,90,41,0,48,1,128.26829268292684
65,41.7663,-87.56638,0,75,2,15,1,12,365,90,41,0,48,1,128.26829268292684
51,41.93874,-87.67966,2,100,1,33,2,1,178,134,122,0,11,1,67.81818181818181
35,41.97355,-87.77004,0,138,2,18,1,1,365,44,33,0,10,1,116.03030303030303
40,41.91446,-87.71011,0,99,2,15,1,1,0,387,304,0,81,2,159.0559210526316
37,41.94436,-87.64458,0,456,1,56,3,3,353,527,394,10,105,18,255.4746192893401
2,41.85458,-87.63533,0,225,2,81,4,3,208,65,28,0,37,0,239.10714285714286
37,41.94482,-87.64335,2,102,1,54,3,3,84,527,394,10,105,18,182.5142857142857
75,41.8967,-87.65665,0,107,2,162,7,1,0,714,488,18,204,4,191.13319672131146
47,41.90574,-87.6406,0,135,2,52,3,1,3,672,569,38,63,2,210.493848857645
2,41.85356,-87.63259,0,399,1,22,1,19,355,65,28,0,37,0,239.10714285714286
75,41.89188,-87.68597,0,115,2,7,1,1,0,714,488,18,204,4,191.13319672131146
65,41.76092,-87.58664,0,91,3,30,2,3,160,90,41,0,48,1,128.26829268292684
4,41.75392,-87.65614,0,399,1,2,1,3,162,6,2,0,4,0,229.5
40,41.92682,-87.72001,0,118,1,70,3,1,126,387,304,0,81,2,159.0559210526316
52,41.85319,-87.72375,2,35,14,1,1,2,179,29,8,0,20,1,36.85
37,41.93937,-87.65834,0,111,2,51,3,1,4,527,394,10,105,18,255.4746192893401
42,41.8518,-87.67186,2,40,1,7,1,2,0,189,119,0,68,2,94.72058823529412
