neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_density,Entire home/apt,Private room,Shared room,Hotel room,price_avg
33,41.7961,-87.5929,0,100,1,11,1,5,168,93,51,0,42,0,94.86274509803921
33,41.7898,-87.58961,2,59,1,47,1,2,0,93,51,0,42,0,85.71428571428571
33,41.7961,-87.5929,2,21,1,43,1,5,263,93,51,0,42,0,85.71428571428571
40,41.91842,-87.67367,2,500,1,1,1,1,363,387,304,0,81,2,73.61728395061728
37,41.93869,-87.64426,2,79,1,21,1,2,0,527,394,10,105,18,182.5142857142857
37,41.94061,-87.64544,0,132,3,32,1,2,0,527,394,10,105,18,255.4746192893401
42,41.84828,-87.68021,2,70,2,84,2,3,365,189,119,0,68,2,94.72058823529412
75,41.90427,-87.66726,0,104,4,313,5,3,232,714,488,18,204,4,191.13319672131146
38,41.91752,-87.6358,0,164,1,426,6,3,0,312,257,0,51,4,199.6614785992218
21,41.99673,-87.6626,2,38,2,202,3,1,78,170,98,0,70,2,83.51428571428572
75,41.90531,-87.66735,0,135,30,259,4,3,294,714,488,18,204,4,191.13319672131146
40,41.92769,-87.70003,2,50,1,310,5,1,168,387,304,0,81,2,73.61728395061728
37,41.94966,-87.64745,0,144,1,346,5,1,309,527,394,10,105,18,255.4746192893401
66,41.96705,-87.65772,2,81,1,73,2,1,364,169,103,3,63,0,87.17460317460318
38,41.91994,-87.64387,0,125,2,281,4,1,47,312,257,0,51,4,199.6614785992218
37,41.93473,-87.65801,0,186,2,49,1,3,89,527,394,10,105,18,255.4746192893401
47,41.89581,-87.61683,0,377,3,128,2,1,266,672,569,38,63,2,210.493848857645
34,41.95037,-87.71123,2,86,2,84,2,1,178,154,83,0,67,4,55.298507462686565
41,41.87375,-87.62768,0,104,1,0,0,1,73,366,331,3,31,1,175.2688821752266
37,41.94278,-87.64898,2,64,1,286,5,2,352,527,394,10,105,18,182.5142857142857
40,41.92721,-87.69733,0,215,2,32,1,1,300,387,304,0,81,2,159.0559210526316
21,41.99638,-87.66284,2,60,2,57,1,2,355,170,98,0,70,2,83.51428571428572
47,41.90516,-87.6291,0,80,2,130,2,1,184,672,569,38,63,2,210.493848857645
39,41.96739,-87.68367,0,58,1,19,1,1,325,89,69,0,20,0,127.30434782608695
39,41.96841,-87.6851,0,150,3,78,2,1,263,89,69,0,20,0,127.30434782608695
28,41.81954,-87.61594,2,118,28,11,1,7,365,104,52,0,48,4,95.20833333333333
40,41.91486,-87.68577,0,270,3,11,1,1,161,387,304,0,81,2,159.0559210526316
40,41.9197,-87.70636,0,61,1,18,1,1,0,387,304,0,81,2,159.0559210526316
28,41.81933,-87.61495,2,115,28,11,1,7,365,104,52,0,48,4,95.20833333333333
24,41.99574,-87.76232,0,50,1,40,1,1,157,12,4,0,8,0,138.25
74,42.01653,-87.68788,3,22,1,96,2,8,180,66,31,0,29,6,20.833333333333332
47,41.90672,-87.62905,0,232,2,88,2,1,348,672,569,38,63,2,210.493848857645
37,41.95581,-87.66922,2,75,3,30,1,1,353,527,394,10,105,18,182.5142857142857
42,41.84911,-87.67924,2,50,25,9,1,2,139,189,119,0,68,2,94.72058823529412
34,41.96063,-87.70653,2,36,30,13,1,1,295,154,83,0,67,4,55.298507462686565
51,41.95945,-87.67749,0,199,2,54,1,1,69,134,122,0,11,1,172.98360655737704
2,41.85525,-87.63507,0,110,1,67,2,3,90,65,28,0,37,0,239.10714285714286
2,41.85643,-87.63134,2,40,2,4,1,3,363,65,28,0,37,0,46.2972972972973
34,41.95378,-87.73876,2,106,1,116,2,1,365,154,83,0,67,4,55.298507462686565
66,41.96654,-87.65702,2,75,1,73,2,1,177,169,103,3,63,0,87.17460317460318
75,41.91215,-87.66831,0,170,3,246,4,5,359,714,488,18,204,4,191.13319672131146
47,41.90888,-87.64127,0,121,2,78,3,1,0,672,569,38,63,2,210.493848857645
60,42.01117,-87.66466,0,80,2,67,1,4,136,123,69,0,52,2,152.69565217391303
18,41.9426,-87.79946,2,39,2,36,1,4,180,26,10,0,16,0,56.5625
75,41.90383,-87.69455,0,90,7,152,3,1,28,714,488,18,204,4,191.13319672131146
66,41.95773,-87.64759,0,213,2,45,1,2,101,169,103,3,63,0,183.90291262135923
40,41.92118,-87.68678,2,75,1,170,3,2,89,387,304,0,81,2,73.61728395061728
38,41.91755,-87.63592,0,800,1,111,2,3,0,312,257,0,51,4,199.6614785992218
7,41.93262,-87.71007,0,83,3,185,4,1,30,146,107,0,34,5,160.33644859813083
37,41.94017,-87.66987,0,200,2,19,1,1,0,527,394,10,105,18,255.4746192893401
37,41.93425,-87.65016,0,159,1,41,1,1,364,527,394,10,105,18,255.4746192893401
40,41.92192,-87.7002,2,51,2,62,1,3,324,387,304,0,81,2,73.61728395061728
40,41.9212,-87.69993,2,51,2,47,1,3,333,387,304,0,81,2,73.61728395061728
63,41.72077,-87.57856,0,150,3,40,1,1,49,2,1,0,1,0,150.0
37,41.942,-87.64778,0,105,3,65,2,1,56,527,394,10,105,18,255.4746192893401
75,41.90978,-87.67719,2,85,1,33,1,4,354,714,488,18,204,4,159.26470588235293
66,41.97106,-87.66777,1,270,2,57,1,12,362,169,103,3,63,0,261.6666666666667
75,41.90738,-87.67713,0,125,2,86,2,1,359,714,488,18,204,4,191.13319672131146
66,41.97095,-87.66798,0,416,2,22,1,12,219,169,103,3,63,0,183.90291262135923
66,41.97106,-87.66777,2,230,3,29,1,12,191,169,103,3,63,0,87.17460317460318
38,41.91221,-87.64956,2,105,2,252,4,1,364,312,257,0,51,4,106.76470588235294
75,41.90793,-87.6884,2,55,2,175,3,2,351,714,488,18,204,4,159.26470588235293
0,41.96535,-87.69924,0,105,5,9,1,2,263,65,29,0,36,0,138.44827586206895
58,41.68906,-87.60769,2,50,2,7,1,1,0,10,8,0,2,0,30.0
66,41.97085,-87.66695,0,999,2,36,1,12,288,169,103,3,63,0,183.90291262135923
47,41.89316,-87.62442,0,250,2,236,4,2,253,672,569,38,63,2,210.493848857645
75,41.89494,-87.65888,2,75,2,94,2,4,165,714,488,18,204,4,159.26470588235293
75,41.89998,-87.69244,2,69,2,177,3,1,73,714,488,18,204,4,159.26470588235293
40,41.92149,-87.67817,0,150,30,4,1,1,232,387,304,0,81,2,159.0559210526316
75,41.90368,-87.67943,2,44,2,86,2,2,310,714,488,18,204,4,159.26470588235293
75,41.90436,-87.67953,2,46,2,170,3,2,321,714,488,18,204,4,159.26470588235293
75,41.89405,-87.68498,0,65,28,127,2,4,199,714,488,18,204,4,191.13319672131146
75,41.89329,-87.68574,0,90,2,316,5,4,138,714,488,18,204,4,191.13319672131146
75,41.88945,-87.68241,0,214,1,71,2,4,324,714,488,18,204,4,191.13319672131146
75,41.90044,-87.69325,0,150,3,142,3,1,357,714,488,18,204,4,191.13319672131146
42,41.85625,-87.67049,2,25,2,155,3,3,1,189,119,0,68,2,94.72058823529412
33,41.79718,-87.59735,2,69,3,173,3,1,83,93,51,0,42,0,85.71428571428571
75,41.90978,-87.67691,2,65,1,48,1,4,179,714,488,18,204,4,159.26470588235293
75,41.9106,-87.67591,2,89,1,43,1,4,351,714,488,18,204,4,159.26470588235293
60,42.00239,-87.66692,0,104,2,129,2,2,62,123,69,0,52,2,152.69565217391303
75,41.89523,-87.66601,0,185,3,66,1,1,65,714,488,18,204,4,191.13319672131146
75,41.89883,-87.68124,0,109,1,58,2,3,51,714,488,18,204,4,191.13319672131146
40,41.92681,-87.70853,0,145,2,111,2,1,361,387,304,0,81,2,159.0559210526316
40,41.92021,-87.69005,0,96,3,234,4,2,177,387,304,0,81,2,159.0559210526316
60,42.0151,-87.68063,2,40,2,23,1,1,263,123,69,0,52,2,63.88461538461539
65,41.7645,-87.57248,2,45,3,100,2,7,338,90,41,0,48,1,38.5625
34,41.94729,-87.70329,2,32,2,45,1,1,294,154,83,0,67,4,55.298507462686565
38,41.92182,-87.66214,0,120,2,113,2,2,29,312,257,0,51,4,199.6614785992218
38,41.92052,-87.66186,0,161,2,134,2,2,55,312,257,0,51,4,199.6614785992218
75,41.89631,-87.69999,0,103,3,67,2,1,84,714,488,18,204,4,191.13319672131146
65,41.76469,-87.57215,2,26,5,54,1,7,355,90,41,0,48,1,38.5625
65,41.76264,-87.57232,2,25,3,30,1,7,257,90,41,0,48,1,38.5625
75,41.89541,-87.67537,2,80,4,55,1,1,239,714,488,18,204,4,159.26470588235293
37,41.94706,-87.65888,0,1576,30,55,1,1,364,527,394,10,105,18,255.4746192893401
40,41.92845,-87.71325,0,427,2,38,1,1,0,387,304,0,81,2,159.0559210526316
75,41.909,-87.67689,2,115,2,57,1,2,362,714,488,18,204,4,159.26470588235293
66,41.96834,-87.65851,2,73,3,132,3,1,364,169,103,3,63,0,87.17460317460318
48,41.85935,-87.62425,2,120,1,23,1,1,179,142,113,0,29,0,93.17241379310344
38,41.92182,-87.64175,0,185,7,10,1,9,201,312,257,0,51,4,199.6614785992218
40,41.9192,-87.69098,0,154,3,197,3,2,347,387,304,0,81,2,159.0559210526316
64,41.8529,-87.69617,2,59,15,18,1,8,351,41,29,0,11,1,46.90909090909091
47,41.89068,-87.62658,0,200,60,6,1,73,365,672,569,38,63,2,210.493848857645
64,41.85284,-87.69831,2,48,15,16,1,8,288,41,29,0,11,1,46.90909090909091
64,41.85418,-87.69619,2,62,14,11,1,8,334,41,29,0,11,1,46.90909090909091
39,41.97142,-87.67635,0,79,2,101,2,1,78,89,69,0,20,0,127.30434782608695
75,41.90138,-87.67335,0,165,7,54,1,1,130,714,488,18,204,4,191.13319672131146
38,41.91727,-87.65334,2,50,1,161,3,2,76,312,257,0,51,4,106.76470588235294
28,41.81214,-87.61231,2,124,2,25,1,1,365,104,52,0,48,4,95.20833333333333
71,41.87478,-87.72131,0,39,1,324,5,1,280,14,5,0,9,0,152.8
37,41.9425,-87.65234,0,1232,3,0,0,1,365,527,394,10,105,18,255.4746192893401
19,41.88675,-87.7066,0,40,3,110,2,1,323,93,36,0,57,0,120.55555555555556
75,41.88918,-87.68012,0,214,1,32,1,4,0,714,488,18,204,4,191.13319672131146
37,41.94084,-87.65781,2,79,2,206,4,1,360,527,394,10,105,18,182.5142857142857
47,41.89862,-87.62138,0,120,31,5,1,73,365,672,569,38,63,2,210.493848857645
49,41.88676,-87.64253,0,185,90,0,0,73,365,314,222,0,89,3,187.6081081081081
75,41.90531,-87.66713,0,88,14,210,4,3,94,714,488,18,204,4,191.13319672131146
31,41.93433,-87.73945,2,30,1,53,1,2,355,19,13,0,6,0,34.833333333333336
75,41.91011,-87.6771,2,88,1,21,1,4,32,714,488,18,204,4,159.26470588235293
47,41.89169,-87.62105,0,349,3,39,1,1,364,672,569,38,63,2,210.493848857645
43,41.82962,-87.67529,0,45,2,78,2,2,364,26,13,0,13,0,244.6153846153846
7,41.93583,-87.69361,0,93,3,135,3,1,156,146,107,0,34,5,160.33644859813083
17,41.83618,-87.62082,2,86,2,260,4,1,244,58,36,0,21,1,111.76190476190476
41,41.87352,-87.62969,0,200,60,3,1,73,365,366,331,3,31,1,175.2688821752266
60,42.00975,-87.66467,0,140,2,51,1,4,109,123,69,0,52,2,152.69565217391303
74,42.01653,-87.68788,3,21,1,153,3,8,180,66,31,0,29,6,20.833333333333332
51,41.94614,-87.68242,0,250,1,8,1,20,324,134,122,0,11,1,172.98360655737704
66,41.97183,-87.66786,2,219,3,5,1,12,0,169,103,3,63,0,87.17460317460318
66,41.97106,-87.66777,2,399,3,18,1,12,0,169,103,3,63,0,87.17460317460318
37,41.93924,-87.65502,0,122,2,217,4,1,322,527,394,10,105,18,255.4746192893401
51,41.94851,-87.68291,2,59,2,369,6,2,21,134,122,0,11,1,67.81818181818181
51,41.9573,-87.68006,0,450,3,21,1,1,79,134,122,0,11,1,172.98360655737704
40,41.92416,-87.69048,0,119,2,46,1,1,294,387,304,0,81,2,159.0559210526316
57,41.9595,-87.74891,0,66,30,6,1,4,262,83,58,0,25,0,129.3448275862069
75,41.90156,-87.66375,0,147,3,144,3,1,271,714,488,18,204,4,191.13319672131146
75,41.89671,-87.6562,2,67,2,125,2,2,116,714,488,18,204,4,159.26470588235293
51,41.94078,-87.68115,0,175,2,17,1,20,363,134,122,0,11,1,172.98360655737704
31,41.92272,-87.73587,0,100,3,63,1,1,355,19,13,0,6,0,85.3076923076923
41,41.88626,-87.61632,0,175,60,14,1,73,365,366,331,3,31,1,175.2688821752266
21,41.99484,-87.66184,2,90,1,59,1,1,0,170,98,0,70,2,83.51428571428572
7,41.94208,-87.71685,2,51,1,153,3,1,0,146,107,0,34,5,64.08823529411765
75,41.89364,-87.66483,0,298,2,75,2,1,0,714,488,18,204,4,191.13319672131146
32,41.90955,-87.70928,0,82,3,201,4,2,2,63,41,0,18,4,107.17073170731707
40,41.91637,-87.7005,2,129,2,18,1,1,363,387,304,0,81,2,73.61728395061728
18,41.9431,-87.79461,2,125,2,17,1,4,269,26,10,0,16,0,56.5625
40,41.92409,-87.68419,2,25,4,54,1,1,161,387,304,0,81,2,73.61728395061728
0,41.96318,-87.70387,0,299,3,11,1,1,0,65,29,0,36,0,138.44827586206895
47,41.88806,-87.63422,0,159,30,3,1,26,354,672,569,38,63,2,210.493848857645
47,41.90974,-87.63133,0,80,28,17,1,1,278,672,569,38,63,2,210.493848857645
39,41.96945,-87.69439,0,70,3,171,3,1,111,89,69,0,20,0,127.30434782608695
30,41.65156,-87.54165,0,99,2,32,1,4,179,3,3,0,0,0,124.66666666666667
51,41.94782,-87.68428,2,76,2,110,2,1,345,134,122,0,11,1,67.81818181818181
75,41.8984,-87.69673,0,85,30,47,1,1,271,714,488,18,204,4,191.13319672131146
17,41.8324,-87.61058,2,76,3,182,3,1,264,58,36,0,21,1,111.76190476190476
41,41.87207,-87.62999,0,175,60,2,1,73,365,366,331,3,31,1,175.2688821752266
34,41.95133,-87.70485,0,80,2,25,3,1,95,154,83,0,67,4,169.0
75,41.89259,-87.66999,2,80,2,28,1,1,0,714,488,18,204,4,159.26470588235293
49,41.86159,-87.64795,0,150,2,25,1,1,0,314,222,0,89,3,187.6081081081081
38,41.92322,-87.64934,0,89,2,10,2,1,17,312,257,0,51,4,199.6614785992218
75,41.89681,-87.65513,0,112,1,221,4,14,345,714,488,18,204,4,191.13319672131146
47,41.89592,-87.63466,0,132,31,188,3,2,169,672,569,38,63,2,210.493848857645
36,41.80852,-87.59589,2,167,3,26,1,1,363,42,25,0,17,0,74.88235294117646
42,41.84968,-87.67627,2,56,3,40,1,2,364,189,119,0,68,2,94.72058823529412
7,41.93521,-87.71096,0,117,2,132,3,2,348,146,107,0,34,5,160.33644859813083
41,41.88745,-87.61732,0,129,30,7,1,73,365,366,331,3,31,1,175.2688821752266
2,41.8503,-87.6324,0,101,2,178,3,3,77,65,28,0,37,0,239.10714285714286
75,41.90064,-87.67056,0,106,7,511,8,2,23,714,488,18,204,4,191.13319672131146
38,41.91268,-87.63895,0,174,2,46,1,20,358,312,257,0,51,4,199.6614785992218
51,41.94342,-87.68121,0,157,2,25,1,20,356,134,122,0,11,1,172.98360655737704
38,41.91285,-87.63864,0,186,2,29,1,20,357,312,257,0,51,4,199.6614785992218
38,41.91285,-87.63864,0,251,2,22,1,20,324,312,257,0,51,4,199.6614785992218
51,41.94078,-87.68115,0,248,2,21,1,20,354,134,122,0,11,1,172.98360655737704
42,41.84807,-87.67648,3,28,2,22,1,2,364,189,119,0,68,2,30.0
75,41.90223,-87.67265,0,159,3,85,2,1,20,714,488,18,204,4,191.13319672131146
38,41.91882,-87.65416,0,117,3,19,1,1,0,312,257,0,51,4,199.6614785992218
76,41.77699,-87.59742,2,57,1,103,2,1,162,83,28,0,55,0,45.49090909090909
40,41.93129,-87.70828,0,175,4,3,1,1,2,387,304,0,81,2,159.0559210526316
39,41.97005,-87.68436,0,285,3,19,1,1,0,89,69,0,20,0,127.30434782608695
40,41.93013,-87.70236,0,61,2,295,5,1,345,387,304,0,81,2,159.0559210526316
39,41.9715,-87.69707,0,97,2,204,4,1,350,89,69,0,20,0,127.30434782608695
33,41.79759,-87.59472,2,50,1,1,1,1,365,93,51,0,42,0,85.71428571428571
38,41.91601,-87.64446,0,144,3,138,3,1,311,312,257,0,51,4,199.6614785992218
37,41.94197,-87.64853,0,428,1,37,1,2,35,527,394,10,105,18,255.4746192893401
75,41.91276,-87.6782,0,144,1,111,2,1,238,714,488,18,204,4,191.13319672131146
47,41.90274,-87.63303,0,75,30,59,1,2,330,672,569,38,63,2,210.493848857645
60,42.00232,-87.66686,0,395,3,19,1,2,78,123,69,0,52,2,152.69565217391303
66,41.96875,-87.66129,0,199,4,9,1,2,0,169,103,3,63,0,183.90291262135923
40,41.92455,-87.70258,0,85,2,279,5,2,356,387,304,0,81,2,159.0559210526316
37,41.93914,-87.64185,0,199,2,11,1,1,0,527,394,10,105,18,255.4746192893401
66,41.96941,-87.66022,2,57,2,200,4,2,16,169,103,3,63,0,87.17460317460318
18,41.94108,-87.79586,2,90,3,4,1,4,244,26,10,0,16,0,56.5625
75,41.91225,-87.67394,2,104,1,123,2,1,46,714,488,18,204,4,159.26470588235293
41,41.88662,-87.61565,0,231,3,121,2,3,352,366,331,3,31,1,175.2688821752266
51,41.94099,-87.68047,0,151,2,20,1,20,364,134,122,0,11,1,172.98360655737704
51,41.94072,-87.68115,0,247,2,23,1,20,349,134,122,0,11,1,172.98360655737704
53,41.97581,-87.71247,0,75,2,16,1,1,0,27,16,0,11,0,138.6875
66,41.97002,-87.65677,2,72,1,147,3,2,261,169,103,3,63,0,87.17460317460318
42,41.85568,-87.64582,0,91,10,82,2,1,49,189,119,0,68,2,113.11764705882354
28,41.81974,-87.61465,2,121,28,3,1,7,365,104,52,0,48,4,95.20833333333333
37,41.9387,-87.65404,0,139,3,132,5,1,232,527,394,10,105,18,255.4746192893401
51,41.94097,-87.68647,0,425,2,0,0,1,1,134,122,0,11,1,172.98360655737704
75,41.91345,-87.6677,0,165,2,204,4,5,365,714,488,18,204,4,191.13319672131146
75,41.89351,-87.67486,0,151,2,203,4,5,0,714,488,18,204,4,191.13319672131146
40,41.9219,-87.71702,2,49,3,17,1,1,0,387,304,0,81,2,73.61728395061728
68,41.78632,-87.62237,2,40,1,30,1,2,359,33,9,0,23,1,81.78260869565217
40,41.91916,-87.7099,0,79,4,88,2,1,330,387,304,0,81,2,159.0559210526316
68,41.7857,-87.62109,2,63,1,58,1,2,365,33,9,0,23,1,81.78260869565217
28,41.81833,-87.61304,2,96,28,11,1,7,365,104,52,0,48,4,95.20833333333333
51,41.9435,-87.67674,0,155,2,20,1,20,355,134,122,0,11,1,172.98360655737704
21,41.97805,-87.66153,2,56,2,197,6,1,140,170,98,0,70,2,83.51428571428572
47,41.89143,-87.62584,0,211,3,174,3,3,71,672,569,38,63,2,210.493848857645
51,41.9435,-87.67674,0,247,2,18,1,20,359,134,122,0,11,1,172.98360655737704
35,41.97025,-87.75274,2,85,1,43,1,1,365,44,33,0,10,1,48.2
75,41.90963,-87.67643,0,200,2,0,0,1,0,714,488,18,204,4,191.13319672131146
35,41.96839,-87.76679,0,108,1,139,4,9,222,44,33,0,10,1,116.03030303030303
37,41.95226,-87.65231,0,150,2,16,1,1,0,527,394,10,105,18,255.4746192893401
75,41.89747,-87.66397,0,207,2,9,1,2,0,714,488,18,204,4,191.13319672131146
32,41.90667,-87.71429,2,55,2,87,2,1,363,63,41,0,18,4,45.111111111111114
51,41.93723,-87.6828,0,195,2,15,1,20,354,134,122,0,11,1,172.98360655737704
51,41.93723,-87.6828,0,222,2,18,1,20,0,134,122,0,11,1,172.98360655737704
38,41.92751,-87.65011,0,194,2,45,1,20,343,312,257,0,51,4,199.6614785992218
57,41.9399,-87.75563,2,55,3,50,1,16,365,83,58,0,25,0,61.12
38,41.92751,-87.65011,0,196,2,19,1,20,353,312,257,0,51,4,199.6614785992218
38,41.92751,-87.65011,0,256,3,40,1,20,345,312,257,0,51,4,199.6614785992218
49,41.8842,-87.66499,2,156,1,26,1,1,365,314,222,0,89,3,61.337078651685395
66,41.96251,-87.6713,2,85,2,45,1,2,176,169,103,3,63,0,87.17460317460318
53,41.99264,-87.72187,0,58,1,77,2,1,0,27,16,0,11,0,138.6875
47,41.90592,-87.62922,0,94,1,154,3,1,1,672,569,38,63,2,210.493848857645
75,41.90281,-87.67216,0,132,3,139,3,2,350,714,488,18,204,4,191.13319672131146
7,41.93313,-87.72845,2,35,4,14,1,9,279,146,107,0,34,5,64.08823529411765
65,41.76594,-87.56585,0,75,28,65,2,1,20,90,41,0,48,1,128.26829268292684
19,41.88302,-87.7096,2,59,3,428,8,9,361,93,36,0,57,0,49.75438596491228
7,41.93306,-87.72851,2,38,4,10,1,9,280,146,107,0,34,5,64.08823529411765
28,41.81922,-87.61498,2,543,1,0,0,7,365,104,52,0,48,4,95.20833333333333
34,41.9641,-87.73456,0,135,2,43,1,12,216,154,83,0,67,4,169.0
34,41.96382,-87.73494,2,59,3,14,1,12,270,154,83,0,67,4,55.298507462686565
75,41.90214,-87.66536,0,88,1,429,12,2,62,714,488,18,204,4,191.13319672131146
47,41.90325,-87.63313,0,109,30,109,2,1,50,672,569,38,63,2,210.493848857645
40,41.91762,-87.69539,0,107,2,77,2,1,107,387,304,0,81,2,159.0559210526316
75,41.89165,-87.67658,0,350,2,3,1,1,0,714,488,18,204,4,191.13319672131146
7,41.93481,-87.72972,2,33,4,5,1,9,263,146,107,0,34,5,64.08823529411765
75,41.89859,-87.69006,2,55,1,195,4,2,80,714,488,18,204,4,159.26470588235293
75,41.89491,-87.66811,2,110,3,28,1,1,78,714,488,18,204,4,159.26470588235293
49,41.87709,-87.6472,2,99,2,30,1,1,10,314,222,0,89,3,61.337078651685395
7,41.93985,-87.71659,0,129,2,27,1,2,198,146,107,0,34,5,160.33644859813083
18,41.93846,-87.788,2,69,3,58,1,1,270,26,10,0,16,0,56.5625
37,41.93514,-87.64955,2,59,1,314,5,1,359,527,394,10,105,18,182.5142857142857
66,41.97195,-87.66733,1,266,3,32,1,12,282,169,103,3,63,0,261.6666666666667
21,41.99635,-87.65681,2,37,1,99,2,1,123,170,98,0,70,2,83.51428571428572
75,41.89294,-87.65865,0,261,2,142,3,1,335,714,488,18,204,4,191.13319672131146
69,41.78962,-87.71776,0,96,7,27,1,1,363,2,1,0,1,0,96.0
18,41.94319,-87.79546,2,65,3,11,1,4,260,26,10,0,16,0,56.5625
49,41.87378,-87.66026,2,100,2,54,1,1,0,314,222,0,89,3,61.337078651685395
57,41.9402,-87.75601,2,61,31,14,1,16,365,83,58,0,25,0,61.12
40,41.92377,-87.69733,0,120,2,114,3,1,362,387,304,0,81,2,159.0559210526316
37,41.93848,-87.651,0,425,2,36,2,1,20,527,394,10,105,18,255.4746192893401
75,41.90392,-87.68863,2,43,2,76,4,2,49,714,488,18,204,4,159.26470588235293
55,41.83092,-87.60762,0,85,2,52,1,1,260,16,8,0,8,0,312.125
41,41.88581,-87.61656,0,71,31,11,1,73,365,366,331,3,31,1,175.2688821752266
41,41.88696,-87.63116,0,304,3,177,3,6,362,366,331,3,31,1,175.2688821752266
69,41.79557,-87.73283,2,75,1,51,1,1,178,2,1,0,1,0,75.0
75,41.89302,-87.66988,0,43,2,166,3,1,276,714,488,18,204,4,191.13319672131146
10,41.84056,-87.64173,0,115,2,77,2,1,3,112,79,0,32,1,133.32911392405063
60,42.0022,-87.67305,2,48,1,84,2,1,364,123,69,0,52,2,63.88461538461539
34,41.94664,-87.70783,0,60,32,86,2,4,204,154,83,0,67,4,169.0
66,41.97148,-87.66861,1,249,2,30,1,12,288,169,103,3,63,0,261.6666666666667
41,41.88581,-87.61641,0,120,60,5,1,73,276,366,331,3,31,1,175.2688821752266
37,41.94664,-87.66849,2,40,2,0,0,1,265,527,394,10,105,18,182.5142857142857
37,41.95675,-87.66715,0,95,2,116,2,3,80,527,394,10,105,18,255.4746192893401
40,41.9228,-87.71074,0,67,3,83,2,2,84,387,304,0,81,2,159.0559210526316
42,41.85636,-87.67891,2,53,1,95,2,1,360,189,119,0,68,2,94.72058823529412
75,41.89038,-87.68219,0,429,1,3,1,4,324,714,488,18,204,4,191.13319672131146
40,41.93007,-87.69892,0,180,2,72,2,1,364,387,304,0,81,2,159.0559210526316
38,41.9311,-87.64777,2,66,2,191,4,1,18,312,257,0,51,4,106.76470588235294
40,41.91821,-87.69484,0,61,2,209,4,1,304,387,304,0,81,2,159.0559210526316
75,41.9045,-87.66256,0,132,7,256,5,1,260,714,488,18,204,4,191.13319672131146
21,41.99414,-87.65946,0,90,1,5,1,1,0,170,98,0,70,2,130.40816326530611
75,41.91217,-87.67626,0,117,3,232,4,1,317,714,488,18,204,4,191.13319672131146
39,41.97457,-87.67589,2,63,2,90,2,1,142,89,69,0,20,0,54.1
51,41.95016,-87.68255,0,85,2,47,1,1,5,134,122,0,11,1,172.98360655737704
57,41.94025,-87.75691,2,49,31,26,1,16,364,83,58,0,25,0,61.12
40,41.92654,-87.72505,0,146,2,100,2,1,180,387,304,0,81,2,159.0559210526316
37,41.94418,-87.66084,0,264,2,69,2,1,357,527,394,10,105,18,255.4746192893401
51,41.95936,-87.69084,0,100,2,288,5,1,343,134,122,0,11,1,172.98360655737704
49,41.88065,-87.65365,0,195,5,27,1,1,0,314,222,0,89,3,187.6081081081081
38,41.92757,-87.66397,2,49,2,19,1,2,324,312,257,0,51,4,106.76470588235294
40,41.91536,-87.69161,2,115,1,67,2,2,365,387,304,0,81,2,73.61728395061728
37,41.95129,-87.6713,0,371,2,150,3,7,7,527,394,10,105,18,255.4746192893401
37,41.94433,-87.65768,0,159,1,25,1,2,0,527,394,10,105,18,255.4746192893401
66,41.97075,-87.66812,2,239,30,3,1,12,160,169,103,3,63,0,87.17460317460318
7,41.93349,-87.72267,0,55,3,108,2,1,0,146,107,0,34,5,160.33644859813083
66,41.97065,-87.66821,2,199,30,3,1,12,344,169,103,3,63,0,87.17460317460318
21,41.98997,-87.66795,0,100,3,120,2,1,24,170,98,0,70,2,130.40816326530611
57,41.93905,-87.7566,2,49,31,20,1,16,364,83,58,0,25,0,61.12
37,41.94876,-87.65879,0,471,90,260,6,5,180,527,394,10,105,18,255.4746192893401
75,41.90676,-87.6888,2,77,3,52,1,1,170,714,488,18,204,4,159.26470588235293
7,41.93351,-87.72819,2,38,30,7,1,9,279,146,107,0,34,5,64.08823529411765
75,41.89866,-87.66592,2,107,2,27,1,2,364,714,488,18,204,4,159.26470588235293
40,41.92317,-87.69919,2,181,2,21,1,2,363,387,304,0,81,2,73.61728395061728
66,41.97183,-87.66786,0,299,30,6,1,12,159,169,103,3,63,0,183.90291262135923
57,41.96277,-87.78414,0,61,2,192,4,1,343,83,58,0,25,0,129.3448275862069
7,41.93496,-87.72842,3,30,3,10,1,9,263,146,107,0,34,5,30.0
75,41.90941,-87.67287,0,499,3,8,1,1,47,714,488,18,204,4,191.13319672131146
47,41.8932,-87.61715,0,215,3,11,1,17,346,672,569,38,63,2,210.493848857645
2,41.8478,-87.63383,2,57,2,206,4,2,231,65,28,0,37,0,46.2972972972973
37,41.95061,-87.64618,2,90,1,55,1,1,365,527,394,10,105,18,182.5142857142857
66,41.97096,-87.65693,0,149,1,94,2,2,1,169,103,3,63,0,183.90291262135923
75,41.8978,-87.68158,0,78,1,337,7,4,314,714,488,18,204,4,191.13319672131146
34,41.95905,-87.72953,2,56,1,80,2,3,95,154,83,0,67,4,55.298507462686565
34,41.95966,-87.73108,3,39,3,60,1,3,361,154,83,0,67,4,36.75
47,41.89722,-87.6261,0,242,3,185,3,17,68,672,569,38,63,2,210.493848857645
75,41.90956,-87.67344,2,99,2,110,2,1,20,714,488,18,204,4,159.26470588235293
